547170,7805,0.001038,0.029273,0.014198,1.090865,1035.000000,11.824374
420692,2691,0.000267,0.029210,0.006314,0.771987,951.000000,9.638882
123520,1619,0.001652,0.035580,0.013086,2.151724,929.000000,12.481211
521942,19866,0.033323,0.113520,0.038060,1.151978,1952.000000,193.516083
97311,1576,0.002042,0.030998,0.016075,1.112527,934.000000,8.164562
27775,1024,0.007487,0.052000,0.036760,0.725552,862.000000,157.840271
547170,7805,0.001038,0.029273,0.014198,1.090865,1035.000000,11.824374
420692,2691,0.000267,0.029210,0.006314,0.771987,951.000000,9.638882
123520,1619,0.001652,0.035580,0.013086,2.151724,929.000000,12.481211
521942,19866,0.033323,0.113520,0.038060,1.151978,1952.000000,193.516083
97311,1576,0.002042,0.030998,0.016075,1.112527,934.000000,8.164562
27775,1024,0.007487,0.052000,0.036760,0.725552,862.000000,157.840271
127237,1657,0.001945,0.034115,0.012991,1.001988,901.000000,16.325300
13351,716,0.006864,0.040288,0.053538,1.360465,747.000000,99.074570
7669,657,0.008474,0.024016,0.085464,0.176667,498.000000,102.058662
1623757,33452,0.021349,0.079017,0.020408,0.746036,1426.000000,197.222641
0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
220496,1993,0.001055,0.031867,0.008912,1.634312,903.000000,24.504938
0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
413683,2697,0.000303,0.029513,0.006465,0.670420,944.000000,16.553539
19411,1914,0.001970,0.021736,0.098557,12.066667,1888.000000,199.491730
424684,2702,0.000256,0.028451,0.006337,1.325284,931.000000,11.135573
186694,3999,0.000959,0.026206,0.021323,1.076097,629.000000,34.105732
0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
425345,2690,0.000322,0.027747,0.006306,1.147327,933.000000,10.293867
239619,2110,0.000567,0.033895,0.008761,1.000000,983.000000,16.328409
189784,3987,0.000684,0.029052,0.020769,1.677497,647.000000,34.519684
48292,2227,0.009241,0.041928,0.045933,1.652308,750.000000,126.478073
0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34251,3184,0.000790,0.031962,0.092892,1.125660,1333.000000,137.645477
203794,4084,0.000806,0.027692,0.019741,0.839905,627.000000,37.671505
188194,3966,0.000375,0.029690,0.020984,0.597946,637.000000,33.325352
273778,7417,0.003096,0.032187,0.026916,0.789938,1094.000000,17.496931
0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23906,1012,0.008679,0.045916,0.041732,1.266968,790.000000,139.664139
400988,7459,0.000551,0.028202,0.018576,2.315927,1086.000000,14.931228
66124,2282,0.007156,0.044558,0.034348,0.539519,747.000000,122.232468
0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
420071,2698,0.000265,0.030236,0.006404,1.413844,953.000000,13.340382
184600,3989,0.000531,0.030208,0.021208,0.574514,639.000000,34.985016
490,101,0.012271,0.080895,0.205592,0.536585,618.000000,93.741570
398956,7191,0.000608,0.027217,0.018024,0.760594,1108.000000,17.273914
122827,1613,0.002009,0.033929,0.013086,1.060924,913.000000,11.606413
117716,1742,0.001933,0.029405,0.014772,0.335219,961.000000,16.762638
228232,2052,0.000835,0.032933,0.008945,1.330754,905.000000,18.754520
8237,792,0.005737,0.034699,0.096090,0.332370,499.000000,105.119690
22778,971,0.008233,0.045493,0.042618,2.194444,788.000000,138.274872
19477,1922,0.002546,0.021970,0.098613,12.120000,1888.000000,199.542969
238446,2100,0.000596,0.029835,0.008769,1.634921,958.000000,41.782036
238863,2100,0.000680,0.032057,0.008729,1.136824,947.000000,25.331615
226238,2794,0.006775,0.041564,0.012319,0.517435,905.000000,142.703247
19247,1908,0.002843,0.020493,0.098940,12.202703,1888.000000,199.418472
192531,3986,0.000402,0.030101,0.020660,1.638756,650.000000,34.466995
187956,3970,0.000657,0.026852,0.021070,1.457175,669.000000,34.884590
216270,1986,0.000887,0.032646,0.009162,0.628611,881.000000,17.159691
296091,3926,0.007197,0.052807,0.013247,1.229308,297.000000,32.162941
0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
19396,1912,0.002064,0.022061,0.098573,12.202703,1888.000000,199.175064
172783,3943,0.000586,0.029763,0.022556,0.519014,629.000000,23.793398
198405,4076,0.000642,0.029243,0.020294,0.689119,653.000000,39.626518
326151,4814,0.009471,0.058290,0.014739,1.202597,286.000000,30.694254
19505,1913,0.001519,0.021727,0.097876,12.053333,1888.000000,199.464432
297180,3860,0.009174,0.050969,0.012937,0.865979,864.000000,131.407272
1201,219,0.005994,0.050844,0.181815,0.556818,517.000000,47.671562
171406,1887,0.000502,0.027321,0.010923,1.265267,701.000000,33.383701
0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13540,718,0.008174,0.035391,0.052130,2.237288,736.000000,95.349884
424109,2703,0.000242,0.029278,0.006339,1.567093,923.000000,10.601741
275344,4130,0.008015,0.047231,0.014996,1.744186,866.000000,136.765228
8562,701,0.008347,0.029913,0.081722,0.184615,501.000000,47.099335
177011,1865,0.000356,0.025161,0.010489,1.131295,667.000000,14.209503
19464,1930,0.001617,0.022740,0.099111,12.173333,1888.000000,199.362823
176102,1868,0.000648,0.024309,0.010590,0.989933,703.000000,23.009924
184468,4031,0.000759,0.029736,0.021802,0.473393,642.000000,35.290531
172897,1885,0.000429,0.033253,0.010834,1.867188,700.000000,23.419865
0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9801,1177,0.003767,0.027274,0.120060,1.020513,1376.000000,145.198593
178574,3936,0.000520,0.027412,0.022003,2.181269,608.000000,22.508890
0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8656,778,0.002555,0.034635,0.089211,0.282799,504.000000,46.472294
19487,1906,0.002197,0.021237,0.097776,12.026667,1888.000000,199.750641
0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
239168,2104,0.000670,0.029756,0.008775,1.202773,924.000000,17.430637
13888,734,0.008683,0.042004,0.051892,1.100502,782.000000,102.358665
15789,1054,0.002386,0.027511,0.066509,0.261146,495.000000,42.170849
239823,2101,0.000713,0.031289,0.008696,0.883756,914.000000,17.156071
0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14714,998,0.003538,0.029940,0.067526,0.288636,496.000000,59.666073
235447,2074,0.000596,0.029189,0.008728,1.489407,920.000000,18.426781
14354,752,0.009650,0.039135,0.051704,0.453237,746.000000,98.259666
0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
226086,2013,0.001036,0.025646,0.008872,1.371373,942.000000,18.425879
124248,1728,0.001560,0.029514,0.013740,2.840637,952.000000,11.210716
4832,455,0.003384,0.048120,0.093634,0.510753,516.000000,71.316017
23660,3337,0.001016,0.031193,0.140421,0.968254,1335.000000,236.525925
438760,5450,0.008044,0.059561,0.012416,0.766415,133.000000,19.509560
0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9475,921,0.021308,0.081054,0.096420,1.362319,852.000000,163.514832
52596,5262,0.001009,0.030462,0.100033,0.361823,1204.000000,139.637177
219386,1997,0.000686,0.027103,0.009020,0.710187,872.000000,19.574873
97837,1518,0.001804,0.038041,0.015355,1.864516,928.000000,10.952998
13344,713,0.009206,0.037157,0.051330,0.354244,765.000000,101.497040
352536,22171,0.034236,0.120952,0.062101,2.350074,1981.000000,192.818787
594626,7990,0.000614,0.029238,0.013411,2.112324,1015.000000,8.654381
56084,2491,0.005315,0.042619,0.044383,2.768953,2023.000000,226.786041
19399,1909,0.001794,0.021606,0.098308,12.040000,1888.000000,199.467255
123658,1622,0.001641,0.034410,0.013057,0.805505,940.000000,25.345648
187150,3966,0.000471,0.029890,0.021140,1.074640,628.000000,33.492050
0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
338514,7038,0.000317,0.026938,0.020784,1.502554,1124.000000,24.108768
5827496,9023,0.000076,0.027051,0.001537,1.007377,25.000000,12.420487
170850,1886,0.000489,0.027701,0.010726,0.511409,684.000000,17.176189
125654,1654,0.001998,0.033882,0.013102,2.255172,933.000000,10.757383
18692,2023,0.001904,0.033924,0.108019,0.377727,1368.000000,236.770050
5049,768,0.005475,0.043350,0.151980,1.830409,1345.000000,127.635040
33693,1265,0.006560,0.040955,0.037386,1.715447,1001.000000,146.609024
547170,7805,0.001038,0.029273,0.014198,1.090865,1035.000000,11.824374
